County,Category,Education metrics,Urban vs Rural
Nyamira,Urban,Completed technical training after secondary school,1
Kisumu,Urban,"""Secondary completed """,1
Kitui,Rural,"""Primary completed""",0
Makueni,Rural,"""Primary completed""",0
Nyandarua,Urban,"""Secondary completed """,1
West Pokot,Rural,"""University completed """,0
Mombasa,Urban,"""Primary completed""",1
Kakamega,Rural,"""Secondary completed """,0
Meru,Rural,"""None """,0
Marsabit,Rural,"""None """,0
Kitui,Rural,"""Secondary completed """,0
Trans Nzoia,Rural,"""Primary completed""",0
Siaya,Rural,"""Primary completed""",0
Taita-Taveta,Rural,"""Primary completed""",0
Siaya,Urban,"""Primary completed""",1
West Pokot,Rural,"""Primary completed""",0
Embu,Rural,"""Primary completed""",0
Nakuru,Rural,"""Primary completed""",0
Tharaka-Nithi,Rural,"""Primary completed""",0
West Pokot,Urban,"""Secondary completed """,1
Baringo,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Kajiado,Rural,"""None """,0
Uasin Gishu,Rural,"""Secondary completed """,0
Kiambu,Urban,Some university,1
Bomet,Rural,"""Secondary completed """,0
Busia,Rural,"""Primary completed""",0
Machakos,Urban,Some university,1
Kericho,Rural,Some university,0
Marsabit,Rural,"""None """,0
Nandi,Rural,"""Primary completed""",0
Siaya,Rural,"""None """,0
Nairobi City,Urban,"""Secondary completed """,1
Bungoma,Rural,"""Secondary completed """,0
Elgeyo-Marakwet,Rural,Completed technical training after secondary school,0
Taita-Taveta,Urban,"""Secondary completed """,1
Nairobi City,Urban,"""Secondary completed """,1
Uasin Gishu,Rural,"""Secondary completed """,0
Kajiado,Urban,"""Primary completed""",1
Uasin Gishu,Rural,"""Secondary completed """,0
Vihiga,Rural,"""None """,0
Siaya,Rural,"""None """,0
Uasin Gishu,Urban,"""Primary completed""",1
Taita-Taveta,Rural,"""Secondary completed """,0
Tharaka-Nithi,Urban,"""None """,1
Busia,Rural,"""Primary completed""",0
Nandi,Rural,"""None """,0
Mandera,Urban,"""None """,1
Siaya,Rural,"""Secondary completed """,0
Embu,Rural,"""Primary completed""",0
Murang'a,Rural,"""None """,0
Garissa,Rural,"""None """,0
Taita-Taveta,Rural,"""None """,0
Turkana,Rural,"""None """,0
Garissa,Rural,"""None """,0
Tharaka-Nithi,Rural,"""Primary completed""",0
Taita-Taveta,Urban,"""Secondary completed """,1
Nyamira,Rural,"""None """,0
Lamu,Rural,"""None """,0
Turkana,Rural,"""Primary completed""",0
Kiambu,Urban,"""Secondary completed """,1
Narok,Rural,"""None """,0
Kitui,Rural,"""Primary completed""",0
Machakos,Urban,"""Secondary completed """,1
Kisii,Rural,"""Primary completed""",0
Kiambu,Urban,"""Secondary completed """,1
Nakuru,Rural,"""Primary completed""",0
Homabay,Rural,Completed technical training after secondary school,0
Kisii,Rural,"""Primary completed""",0
Kakamega,Rural,"""Secondary completed """,0
Kilifi,Rural,"""Secondary completed """,0
Migori,Urban,"""Primary completed""",1
Trans Nzoia,Urban,Some technical training after secondary school,1
Wajir,Urban,"""None """,1
Makueni,Rural,"""Primary completed""",0
Machakos,Rural,"""Primary completed""",0
Tana River,Rural,"""None """,0
Murang'a,Rural,"""Primary completed""",0
Homabay,Urban,Some technical training after secondary school,1
Lamu,Urban,"""Secondary completed """,1
Lamu,Rural,"""None """,0
Tana River,Rural,"""None """,0
Marsabit,Rural,"""Secondary completed """,0
Vihiga,Rural,"""Primary completed""",0
Nakuru,Urban,Some university,1
Nakuru,Urban,"""Secondary completed """,1
Nyeri,Rural,"""Primary completed""",0
Baringo,Urban,"""Secondary completed """,1
Machakos,Urban,Completed technical training after secondary school,1
Isiolo,Urban,"""Primary completed""",1
Kwale,Rural,"""Primary completed""",0
Mombasa,Urban,"""Primary completed""",1
Migori,Urban,"""None """,1
Nyandarua,Rural,"""Secondary completed """,0
Siaya,Rural,Some technical training after secondary school,0
Embu,Urban,"""Primary completed""",1
Vihiga,Rural,"""None """,0
Mandera,Rural,"""None """,0
Nairobi City,Urban,"""Primary completed""",1
Turkana,Rural,"""None """,0
Machakos,Rural,"""None """,0
Nairobi City,Urban,"""Secondary completed """,1
Vihiga,Rural,"""Primary completed""",0
Nakuru,Urban,Completed technical training after secondary school,1
Siaya,Rural,"""None """,0
Narok,Urban,"""Secondary completed """,1
Kisumu,Rural,"""Primary completed""",0
Isiolo,Urban,"""Primary completed""",1
Machakos,Rural,"""None """,0
Kirinyaga,Rural,"""Secondary completed """,0
Machakos,Rural,"""None """,0
Taita-Taveta,Urban,"""Primary completed""",1
Nairobi City,Urban,"""Primary completed""",1
Tana River,Rural,"""Primary completed""",0
Nyeri,Urban,"""Secondary completed """,1
Kiambu,Urban,Some technical training after secondary school,1
Kericho,Urban,"""Primary completed""",1
Embu,Rural,"""Secondary completed """,0
Kirinyaga,Rural,"""None """,0
Wajir,Rural,"""None """,0
Kwale,Urban,Completed technical training after secondary school,1
Trans Nzoia,Rural,"""Secondary completed """,0
Marsabit,Urban,"""None """,1
Trans Nzoia,Urban,Completed technical training after secondary school,1
Uasin Gishu,Urban,"""Secondary completed """,1
Baringo,Rural,"""None """,0
Narok,Urban,"""Secondary completed """,1
Machakos,Rural,"""None """,0
Uasin Gishu,Urban,"""University completed """,1
Turkana,Urban,"""None """,1
Vihiga,Rural,"""Secondary completed """,0
Isiolo,Rural,"""None """,0
Turkana,Rural,Some university,0
Kakamega,Urban,"""Secondary completed """,1
Homabay,Rural,"""Primary completed""",0
Nakuru,Urban,"""Primary completed""",1
Machakos,Rural,Some university,0
Nyamira,Rural,Completed technical training after secondary school,0
Turkana,Rural,"""None """,0
Mandera,Urban,"""None """,1
Kericho,Rural,"""None """,0
Mombasa,Urban,"""Primary completed""",1
Kajiado,Urban,"""None """,1
Nairobi City,Urban,"""University completed """,1
Siaya,Rural,Some university,0
West Pokot,Rural,"""None """,0
Nakuru,Urban,Completed technical training after secondary school,1
Elgeyo-Marakwet,Rural,Completed technical training after secondary school,0
Mombasa,Urban,"""None """,1
Wajir,Rural,"""None """,0
Kilifi,Rural,"""Primary completed""",0
Machakos,Rural,Some university,0
Homabay,Rural,"""Primary completed""",0
Embu,Rural,Completed technical training after secondary school,0
Siaya,Rural,"""None """,0
Kericho,Urban,Some technical training after secondary school,1
Embu,Rural,"""Primary completed""",0
Trans Nzoia,Rural,"""Secondary completed """,0
Nyandarua,Rural,"""Primary completed""",0
Trans Nzoia,Rural,"""Primary completed""",0
Meru,Rural,"""Secondary completed """,0
Laikipia,Rural,"""Secondary completed """,0
Kitui,Rural,"""Primary completed""",0
Baringo,Rural,Some technical training after secondary school,0
Makueni,Urban,"""Primary completed""",1
Taita-Taveta,Rural,"""Primary completed""",0
Machakos,Rural,Completed technical training after secondary school,0
Migori,Urban,"""Primary completed""",1
Makueni,Rural,"""University completed """,0
Uasin Gishu,Rural,"""Secondary completed """,0
Nandi,Rural,Completed technical training after secondary school,0
Baringo,Rural,"""None """,0
Wajir,Urban,"""Secondary completed """,1
Homabay,Urban,"""Secondary completed """,1
Meru,Urban,"""None """,1
Kwale,Urban,"""Primary completed""",1
Kisumu,Urban,"""University completed """,1
Migori,Urban,"""University completed """,1
Kiambu,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Kisii,Rural,"""Primary completed""",0
Nyamira,Rural,"""Primary completed""",0
Meru,Rural,"""Secondary completed """,0
Machakos,Rural,"""Primary completed""",0
Nakuru,Rural,Some university,0
Nyandarua,Rural,"""Primary completed""",0
Kitui,Rural,"""Secondary completed """,0
Bungoma,Rural,"""Primary completed""",0
Machakos,Rural,"""Primary completed""",0
Kericho,Rural,"""University completed """,0
Nakuru,Urban,"""Secondary completed """,1
Kitui,Rural,"""Primary completed""",0
Narok,Rural,"""None """,0
Kirinyaga,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Kisumu,Rural,"""Primary completed""",0
Machakos,Rural,Completed technical training after secondary school,0
Nyeri,Rural,"""None """,0
Siaya,Rural,"""None """,0
Trans Nzoia,Rural,"""None """,0
Nandi,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Narok,Urban,Completed technical training after secondary school,1
Kakamega,Rural,"""Secondary completed """,0
Kilifi,Rural,"""None """,0
Kajiado,Urban,Completed technical training after secondary school,1
Nandi,Rural,"""Secondary completed """,0
Wajir,Urban,"""None """,1
Kisumu,Rural,Some technical training after secondary school,0
Kajiado,Urban,"""None """,1
Wajir,Rural,"""None """,0
Tana River,Rural,"""None """,0
Kakamega,Rural,"""None """,0
Mombasa,Urban,Completed technical training after secondary school,1
Nakuru,Urban,Some university,1
Trans Nzoia,Urban,"""Secondary completed """,1
West Pokot,Rural,"""None """,0
Nyeri,Urban,Some university,1
Siaya,Urban,"""Primary completed""",1
Tana River,Urban,"""Primary completed""",1
Trans Nzoia,Rural,Completed technical training after secondary school,0
Samburu,Rural,"""None """,0
Kiambu,Rural,"""Primary completed""",0
Nyeri,Rural,"""None """,0
Nakuru,Rural,"""None """,0
Garissa,Urban,"""None """,1
Bungoma,Urban,"""Secondary completed """,1
Mombasa,Urban,"""Primary completed""",1
Nyamira,Rural,"""Primary completed""",0
Vihiga,Rural,"""Secondary completed """,0
Kakamega,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Primary completed""",1
Vihiga,Urban,Completed technical training after secondary school,1
Marsabit,Urban,"""Secondary completed """,1
Taita-Taveta,Rural,"""Primary completed""",0
Nyandarua,Urban,"""Secondary completed """,1
Murang'a,Urban,"""Primary completed""",1
Kajiado,Rural,"""University completed """,0
Laikipia,Rural,"""Secondary completed """,0
Machakos,Urban,"""Secondary completed """,1
Nandi,Rural,"""Primary completed""",0
Kirinyaga,Rural,"""None """,0
Mandera,Urban,"""None """,1
Nyeri,Rural,"""Primary completed""",0
Mandera,Rural,"""None """,0
Nyeri,Rural,"""University completed """,0
Mandera,Rural,"""None """,0
Nandi,Rural,"""Secondary completed """,0
Kwale,Rural,"""Primary completed""",0
Kericho,Rural,Some university,0
Kisumu,Urban,"""Primary completed""",1
Uasin Gishu,Urban,"""Secondary completed """,1
Trans Nzoia,Rural,"""Secondary completed """,0
Nandi,Rural,"""None """,0
Wajir,Rural,"""None """,0
Machakos,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Embu,Rural,"""Secondary completed """,0
Bungoma,Urban,Completed technical training after secondary school,1
West Pokot,Urban,"""Secondary completed """,1
Lamu,Rural,"""None """,0
Kisii,Urban,Some technical training after secondary school,1
Migori,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Uasin Gishu,Urban,"""Secondary completed """,1
Isiolo,Rural,"""University completed """,0
Elgeyo-Marakwet,Rural,"""University completed """,0
Turkana,Rural,"""None """,0
Wajir,Rural,"""None """,0
Wajir,Rural,"""Secondary completed """,0
Nyeri,Urban,"""Primary completed""",1
Uasin Gishu,Urban,Completed technical training after secondary school,1
Kiambu,Urban,Completed technical training after secondary school,1
Bungoma,Rural,"""None """,0
Uasin Gishu,Rural,"""Primary completed""",0
Kakamega,Rural,"""None """,0
Kwale,Rural,"""Secondary completed """,0
Nyamira,Rural,"""Primary completed""",0
Nakuru,Urban,"""Secondary completed """,1
Wajir,Rural,"""None """,0
Homabay,Rural,"""Primary completed""",0
Trans Nzoia,Rural,Some technical training after secondary school,0
Kericho,Rural,"""Primary completed""",0
Bungoma,Rural,"""Primary completed""",0
Embu,Urban,"""Secondary completed """,1
Kajiado,Urban,Completed technical training after secondary school,1
Kiambu,Urban,"""Primary completed""",1
Tharaka-Nithi,Urban,Some technical training after secondary school,1
Makueni,Urban,"""Secondary completed """,1
Baringo,Urban,"""Primary completed""",1
Vihiga,Urban,"""Primary completed""",1
Elgeyo-Marakwet,Rural,"""Secondary completed """,0
West Pokot,Urban,"""Secondary completed """,1
Baringo,Rural,"""None """,0
Samburu,Urban,"""None """,1
Laikipia,Rural,"""Primary completed""",0
Tharaka-Nithi,Rural,Some technical training after secondary school,0
Kakamega,Rural,"""None """,0
Nakuru,Urban,"""Secondary completed """,1
Narok,Rural,"""Primary completed""",0
Kericho,Rural,"""Secondary completed """,0
Busia,Rural,"""Secondary completed """,0
Nakuru,Urban,Some university,1
Turkana,Rural,"""None """,0
Bungoma,Rural,"""Secondary completed """,0
Migori,Rural,"""Secondary completed """,0
Mandera,Rural,"""None """,0
Vihiga,Rural,Completed technical training after secondary school,0
Mandera,Urban,"""None """,1
Turkana,Rural,"""None """,0
Samburu,Urban,"""Secondary completed """,1
Uasin Gishu,Urban,"""Secondary completed """,1
Kwale,Rural,"""None """,0
Isiolo,Urban,"""Primary completed""",1
Mombasa,Urban,"""Secondary completed """,1
Murang'a,Rural,"""Primary completed""",0
Tharaka-Nithi,Urban,Completed technical training after secondary school,1
Nakuru,Rural,"""None """,0
Migori,Rural,Completed technical training after secondary school,0
Nakuru,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Primary completed""",1
Kisii,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Kericho,Rural,"""Secondary completed """,0
Elgeyo-Marakwet,Rural,Completed technical training after secondary school,0
Homabay,Urban,"""Secondary completed """,1
Siaya,Urban,Some technical training after secondary school,1
Turkana,Rural,"""None """,0
Murang'a,Rural,"""Primary completed""",0
Kitui,Urban,"""University completed """,1
West Pokot,Rural,"""None """,0
Kakamega,Rural,"""None """,0
Mombasa,Urban,"""Primary completed""",1
Nyamira,Urban,"""Secondary completed """,1
Nyamira,Rural,"""Primary completed""",0
Kiambu,Urban,"""University completed """,1
Wajir,Urban,"""None """,1
Tana River,Rural,"""Secondary completed """,0
Taita-Taveta,Urban,"""Secondary completed """,1
Kajiado,Urban,"""University completed """,1
Nyeri,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Secondary completed """,1
Taita-Taveta,Rural,"""Primary completed""",0
Samburu,Urban,"""University completed """,1
Nairobi City,Urban,Some university,1
Nakuru,Urban,"""Secondary completed """,1
Machakos,Rural,"""Primary completed""",0
Lamu,Rural,"""Primary completed""",0
Nakuru,Urban,Completed technical training after secondary school,1
Taita-Taveta,Rural,"""Secondary completed """,0
Meru,Rural,"""Primary completed""",0
Kiambu,Urban,"""Secondary completed """,1
Nyamira,Rural,"""Secondary completed """,0
Kiambu,Rural,"""Secondary completed """,0
Siaya,Rural,"""Secondary completed """,0
Murang'a,Rural,"""Primary completed""",0
Kajiado,Urban,"""None """,1
Wajir,Urban,"""None """,1
Wajir,Rural,"""None """,0
Kisumu,Rural,"""None """,0
Uasin Gishu,Urban,Completed technical training after secondary school,1
Kisii,Rural,Some university,0
Bomet,Rural,"""Secondary completed """,0
Kajiado,Urban,"""University completed """,1
Tharaka-Nithi,Rural,"""Primary completed""",0
Makueni,Rural,"""None """,0
Homabay,Rural,"""None """,0
Kisii,Rural,"""Primary completed""",0
Samburu,Rural,"""None """,0
Trans Nzoia,Rural,Completed technical training after secondary school,0
Kwale,Rural,"""None """,0
Meru,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Nairobi City,Urban,Completed technical training after secondary school,1
Samburu,Urban,"""None """,1
Nairobi City,Urban,"""Primary completed""",1
Bomet,Rural,"""Secondary completed """,0
Garissa,Rural,"""None """,0
Bungoma,Rural,"""University completed """,0
Isiolo,Rural,"""None """,0
West Pokot,Urban,"""Secondary completed """,1
Bomet,Rural,Completed technical training after secondary school,0
Garissa,Rural,"""None """,0
Kisumu,Urban,"""University completed """,1
Makueni,Rural,Some university,0
Kajiado,Rural,"""Primary completed""",0
Kisii,Urban,"""Secondary completed """,1
West Pokot,Urban,"""Primary completed""",1
Meru,Rural,"""None """,0
Siaya,Rural,"""University completed """,0
